@relation rfm

@attribute CustomerID string
@attribute r numeric
@attribute f numeric
@attribute m numeric

@data
16441,66,2,30.6
16442,1,3,30
16444,45,4,41.3
16445,33,1,12.5
16447,135,1,31.2
16448,197,1,35.4
16449,197,2,34.8
16450,149,1,70.8
16451,87,1,49.8
16454,44,2,5.9
16455,63,7,34.68
16456,98,5,104
16457,217,1,46.8
16458,2,18,41.6
16460,27,3,47.7
16461,177,1,15.95
16462,73,3,68
16463,20,4,45
16464,19,3,27.84
16466,33,7,86.1
16468,73,1,62.4
16469,23,4,15.95
16470,51,4,29.7
16471,274,1,25.2
16473,164,3,40.56
16474,6,7,50.4
16475,87,4,85
16477,63,7,35.4
16478,24,3,39.6
16479,9,2,24.9
16480,75,1,79.2
16482,15,1,18.72
16483,191,1,15.95
16484,173,2,25.5
16485,76,1,35.7
16488,32,3,60
16491,46,1,59.4
16493,79,4,70.8
16494,296,1,40.8
16495,2,3,40.8
16496,8,3,68
16497,49,6,99
16498,160,2,29.7
16499,359,2,35.4
16500,4,6,165
16503,106,4,33.9
16504,24,1,33
16506,19,2,35.4
16509,296,1,76.5
16510,371,1,30.6
16511,21,3,46.8
16513,4,4,90
16515,51,5,142.8
16516,29,1,19.8
16517,276,1,25
16518,60,2,60
16519,24,2,51
16520,185,3,39.8
16523,1,21,198
16526,171,1,71.4
16527,80,1,35.4
16528,3,1,25.5
16529,189,1,44.25
16531,21,7,33.9
16533,18,3,45
16535,4,1,63.75
16536,109,1,39.8
16539,2,4,70.8
16542,53,1,53.1
16546,290,2,102
16549,9,10,61.2
16550,108,5,38.25
16551,95,3,92.16
16552,242,2,91.8
16554,41,3,39.6
16555,34,2,25.2
16556,66,7,81.6
16557,23,2,46.8
16560,26,2,39.6
16561,5,2,24.75
16565,363,1,138
16566,14,5,108.16
16567,193,2,104.88
16569,2,1,47.7
16570,14,10,121.68
16571,26,3,40.8
16572,126,3,35.95
16573,84,2,35.4
16574,70,1,26.4
16581,182,1,19.8
16582,112,1,162.72
16583,373,1,20.4
16584,79,2,105
16586,248,1,102
16587,231,1,25.5
16589,70,3,19.92
16591,68,1,106.2
16592,3,16,91.8
16593,50,3,69.6
16594,74,1,12.75
16595,60,1,30
16596,15,2,39.8
16597,3,1,25.28
16598,285,1,18.6
16600,3,6,30
16601,40,1,35.8
16602,35,1,78.96
16603,74,2,25.2
16609,14,7,62.4
16610,218,1,17.7
16611,185,1,22.5
16612,32,4,51
16613,69,1,35.4
16614,182,1,67.5
16616,14,2,79.9
16617,235,1,60
16618,30,5,157.92
16619,263,1,25.5
16620,3,2,34
16621,51,4,127.5
16623,245,1,65.4
16624,80,2,74
16625,274,1,19.8
16626,0,17,158.4
16627,78,1,30
16628,29,5,102
16629,73,2,35.7
16633,16,6,60
16634,222,2,53.1
16637,31,4,71.9
16638,22,10,119.9
16639,30,3,102
16641,105,1,30.24
16642,4,2,47.7
16643,245,1,40.8
16644,177,2,20.4
16647,169,2,39.84
16648,42,1,23.4
16650,71,1,70.8
16652,58,7,175.2
16653,15,2,59.4
16654,140,4,40.8
16655,17,6,204
16657,9,4,40.8
16658,367,1,69.3
16659,188,1,20.4
16665,361,1,52.2
16666,18,1,10.5
16667,67,2,35.7
16668,14,6,39
16669,23,3,38.25
16670,16,11,43.8
16674,54,2,15
16676,33,4,79.9
16678,2,12,89.1
16679,365,1,102
16680,42,1,23.4
16681,72,6,117
16682,4,5,101.4
16685,60,2,24.75
16686,46,7,39.95
16688,0,4,51
16689,75,2,76.2
16690,71,2,52.2
16693,68,2,25
16696,134,4,195.6
16697,240,1,12.75
16700,8,13,44.55
16701,8,13,163.2
16706,36,3,29.75
16708,45,1,90
16709,84,5,153
16710,18,10,51
16713,18,15,105.6
16715,77,1,81.6
16717,23,6,83.4
16718,368,1,51
16719,14,7,35.8
16720,25,1,16.4
16721,261,1,30
16722,16,13,162.72
16723,90,2,165
16725,301,7,30
16726,25,5,41.25
16727,363,1,17.7
16728,45,4,53.7
16729,37,21,67.6
16730,51,3,30.6
16732,31,1,64.2
16734,51,3,50
16735,78,5,60
16738,297,1,3.75
16739,176,1,52
16743,28,7,49.92
16744,10,7,49.75
16745,86,17,136
16746,4,18,126
16747,37,2,54.08
16748,17,5,41.6
16750,44,5,62.5
16752,372,1,79.95
16753,57,1,41.6
16755,113,3,40.8
16756,214,1,29.7
16757,318,1,35.4
16758,64,1,69.3
16759,7,3,49.8
16761,96,1,60
16762,19,3,79.9
16763,198,1,89.7
16764,3,13,33.15
16765,293,1,34
16766,272,2,47.7
16767,30,11,204
16768,47,3,60
16769,259,1,29.85
16770,57,5,39.95
16771,32,5,38.25
16773,56,1,23.4
16774,67,4,69.3
16775,9,11,65.7
16776,59,1,45
16777,79,2,17.7
16778,73,2,25.2
16780,99,2,30
16781,371,1,31.8
16782,9,13,102
16784,19,1,47.6
16788,122,2,29.5
16789,7,1,19.8
16790,3,6,35.4
16791,28,7,38.25
16792,281,2,27.65
16793,56,1,25.5
16794,0,10,21
16795,364,1,29.75
16796,88,1,49.5
16800,10,1,31.8
16801,162,4,74.85
16803,64,1,23.4
16804,22,3,50
16805,173,2,29.7
16806,102,4,39.6
16807,142,3,33
16808,98,2,61.2
16809,22,5,20.8
16810,191,1,59.4
16811,4,2,35.4
16812,360,1,119.6
16813,7,10,60.48
16814,13,21,135
16816,102,4,23.4
16817,2,9,79.9
16818,10,11,59.9
16820,95,1,35.4
16823,226,1,39.8
16824,15,2,45
16825,38,2,93.6
16826,50,1,24.9
16828,92,2,25.2
16829,156,1,30.6
16830,38,1,22.5
16832,183,3,62.5
16833,0,4,81.36
16834,227,1,30
16835,127,2,22.5
16836,39,2,76.32
16837,30,11,175.2
16838,196,2,165
16841,36,6,95.2
16842,100,3,66
16843,42,16,142.8
16846,49,1,30
16847,42,1,25.5
16848,52,1,46.8
16849,186,1,19.9
16850,333,1,31.6
16851,3,3,39.6
16852,9,2,39.95
16855,23,2,30
16856,14,1,17.7
16858,368,1,83.4
16859,144,2,49.95
16861,59,2,40.8
16863,30,2,50
16866,140,3,45
16869,22,4,40.8
16871,21,6,70.8
16872,76,3,169.6
16875,66,5,39.8
16877,11,6,25
16878,83,1,9.5
16880,30,7,57.75
16882,66,3,119.4
16883,186,2,25
16884,37,2,30
16885,14,3,23.8
16887,34,1,25.5
16889,194,3,51
16891,1,5,17
16892,0,5,25
16893,366,1,12.6
16895,64,1,15
16897,298,2,25.5
16898,25,3,30
16899,7,6,49.5
16900,16,3,46.8
16903,28,1,20.8
16904,3,16,91.8
16905,4,7,122.4
16906,81,4,101.76
16907,28,5,78.96
16909,71,1,77.76
16910,3,8,19.9
16912,28,11,76.5
16913,289,1,60
16914,35,1,50
16915,8,6,149.85
16916,23,2,19.8
16917,276,1,122.4
16918,49,6,37.5
16919,155,11,67.5
16921,60,1,12.6
16923,11,19,150
16924,20,3,49.5
16926,370,1,34
16927,115,3,201.6
16928,79,17,75
16929,3,7,39.6
16930,25,3,51
16931,4,21,26.55
16932,52,1,11.4
16933,0,2,56.25
16934,54,2,35.4
16936,25,1,20.8
16940,51,3,49.5
16942,12,9,47.7
16943,211,3,75
16945,21,19,62.4
16947,235,1,31.2
16948,138,3,50.4
16950,56,3,163.2
16951,134,3,47.85
16952,108,2,37.44
16953,29,1,20.8
16954,0,9,141.6
16955,184,4,50.85
16956,17,1,59.8
16957,238,2,79.2
16959,86,1,30
16960,38,3,31.2
16961,115,1,23.12
16963,186,1,17.7
16965,226,1,31.32
16967,188,1,34.8
16968,3,2,24.75
16969,38,3,47.7
16971,37,1,125
16976,266,1,175.2
16978,77,1,17
16979,3,6,175.2
16982,60,1,25.2
16983,12,7,59.4
16984,87,2,111
16987,2,7,187
16988,4,1,33
16989,6,6,178.2
16990,218,1,179
16992,10,5,39.6
16996,29,6,102
16997,287,3,97.5
16998,149,4,189.6
16999,22,2,179
17001,0,11,58.5
17002,85,3,85
17006,4,4,68
17007,50,6,74.25
17010,17,1,39.6
17011,29,1,30
17014,7,3,59
17015,28,3,35.4
17017,2,20,162.72
17018,40,2,75
17019,10,4,42
17022,30,1,20.8
17024,44,3,39.6
17025,60,3,90
17026,184,2,121.68
17027,78,6,39.48
17030,63,1,30
17031,11,2,62.4
17034,15,3,75
17035,245,2,39.6
17037,87,1,30.6
17038,29,1,11.9
17040,137,1,175.2
17041,26,3,35.4
17042,2,5,40.56
17043,31,4,175.2
17044,24,1,208.8
17045,112,3,51
17046,156,1,101.76
17047,84,3,31.8
17048,117,3,62.4
17050,95,6,50
17051,193,1,29.25
17052,27,1,45
17053,130,1,65.7
17054,27,5,65.4
17058,81,3,41.7
17059,29,5,45.36
17060,265,1,152.64
17062,313,4,25.5
17063,20,7,45
17064,58,3,76.5
17068,11,21,85
17069,27,9,63.75
17070,113,1,23.8
17071,27,9,59.4
17073,17,4,34.65
17075,17,4,59.5
17076,35,3,76.32
17078,35,2,61.2
17079,77,1,59.4
17080,21,2,76.32
17081,24,2,17
17083,108,3,99.6
17084,34,2,87
17085,122,5,50
17086,6,6,208.8
17088,27,4,39.8
17090,3,7,162.72
17091,2,9,69.6
17092,49,4,50
17094,321,1,59.4
17095,22,3,70.8
17096,14,4,59.7
17097,1,8,39.8
17100,17,2,25.2
17101,9,4,179
17102,261,1,25.5
17105,158,2,16.5
17109,28,6,40.56
17110,164,1,25.5
17111,46,1,18.72
17114,5,8,25
17115,7,3,97.8
17117,287,1,19.8
17118,317,1,30.6
17119,2,2,30.6
17120,232,1,25.5
17122,118,1,30
17123,161,1,81.6
17124,184,1,29.75
17125,49,1,35.4
17126,151,5,27.04
17128,334,1,30
17131,4,5,81.6
17134,106,2,31.8
17135,15,7,85
17138,275,1,25.5
17139,15,12,165
17140,246,1,180
17142,238,1,195
17144,0,2,99
17146,105,3,170
17147,22,4,102
17148,51,1,19.8
17153,23,1,20.8
17154,74,1,25.5
17155,17,2,69.6
17157,7,2,81.36
17158,31,3,45
17159,21,3,41.6
17160,30,6,33
17162,28,10,30.6
17163,21,2,102
17164,32,7,35.7
17165,283,1,19.9
17166,38,2,56.25
17169,57,2,30
17171,288,1,39.6
17172,78,1,46.8
17173,4,8,142.8
17174,217,1,19.5
17175,43,4,95.2
17176,201,1,81.6
17179,177,3,41.5
17180,55,4,30
17181,56,2,79.2
17183,7,6,180
17186,46,2,72
17187,226,1,49.8
17188,10,7,175.2
17189,105,2,31.8
17190,58,2,195
17191,27,7,60
17193,35,7,140.4
17194,273,2,87
17197,29,1,119.4
17198,23,3,51
17201,53,1,52.2
17204,174,4,106.2
17205,53,1,72
17206,52,1,45
17211,26,8,50
17212,252,1,117.3
17213,39,7,39.95
17214,59,6,85
17217,233,1,65.45
17218,3,10,42.5
17219,31,1,15
17220,23,14,33.9
17221,6,2,76.32
17222,64,1,55.65
17223,309,2,76.5
17226,308,1,102
17227,18,6,201.6
17228,15,8,49.92
17229,95,2,23.7
17230,263,8,175.2
17231,11,10,30
17232,2,2,35.7
17233,34,1,26.56
17234,182,1,35.85
17235,24,2,69.36
17236,12,6,47.6
17237,10,2,90
17238,2,17,41.25
17239,312,1,70.8
17242,107,2,60
17244,52,1,157.92
17245,204,1,35.7
17247,14,1,25
17248,119,1,44.55
17250,3,2,45
17251,362,1,18.75
17252,116,2,15
17253,17,1,17.85
17254,4,2,23.4
17255,40,2,25.44
17256,106,2,89.7
17259,147,2,31.6
17263,207,1,6.75
17265,138,2,21.75
17266,1,3,19.9
17267,126,2,67.5
17272,41,4,141.6
17274,34,1,26.56
17277,227,2,89.1
17278,240,1,39.95
17279,57,1,76.5
17284,59,6,48.75
17286,21,1,17
17287,25,7,60
17288,8,7,60
17289,31,3,90
17290,3,2,30
17293,7,9,75
17295,28,3,30
17297,16,1,9.95
17298,100,2,83.2
17299,11,4,67.6
17301,20,1,13.52
17302,14,5,90
17303,360,1,20.28
17309,94,1,12.6
17311,77,2,144
17314,24,8,76.2
17315,1,38,175.2
17320,99,3,66.6
17321,7,2,41.25
17323,14,7,20.8
17324,17,4,139.2
17325,279,1,19.8
17329,13,2,68.58
17330,22,2,99
17331,123,1,175.2
17333,85,1,39.6
17334,301,2,70.2
17337,150,4,38.35
17338,16,8,51
17339,93,2,82.8
17341,156,3,51
17343,354,1,35.7
17344,45,1,25
17345,14,4,40.8
17346,3,15,45.76
17348,14,5,39.6
17349,178,1,42.5
17350,7,4,122.04
17351,35,3,135
17356,311,1,29.7
17357,23,2,75.46
17358,302,2,17.7
17359,10,1,25.5
17360,16,3,24.75
17361,48,3,45
17362,238,2,35.95
17364,0,11,69.36
17365,12,8,71.4
17367,237,1,17.4
17370,72,4,24.96
17371,16,3,47.7
17372,40,8,35.4
17373,39,4,39
17374,218,2,35.7
17375,198,3,21.25
17376,70,2,23.4
17377,23,20,153
17379,10,1,23.1
17382,64,1,50.4
17383,3,1,21.8
17385,14,1,25
17387,19,2,50
17391,163,2,203.52
17392,306,2,33.6
17394,218,1,155.52
17397,21,2,49.5
17398,114,3,43.8
17400,125,5,60
17403,35,1,35.4
17405,0,3,53.1
17408,162,1,19.9
17409,184,2,119.6
17410,15,5,72
17411,11,3,50
17412,2,7,54
17415,79,1,170
17416,29,7,207.5
17418,41,2,33
17419,10,12,85
17420,49,3,39.6
17422,15,6,60
17423,45,2,102
17425,18,2,70.2
17427,71,1,70.8
17429,127,3,35.4
17430,32,2,39
17431,312,1,34.8
17432,17,2,31.6
17433,87,1,15
17434,1,7,83.4
17436,1,2,45.9
17438,253,1,35.7
17440,156,3,102
17442,36,6,49.8
17446,176,2,15.3
17447,39,2,40.56
17449,1,7,30
17451,0,7,45
17453,17,2,61.2
17454,191,4,39.8
17455,203,1,19.9
17456,364,1,35.4
17458,14,1,17.7
17459,42,2,30.24
17460,93,6,50.4
17461,22,3,29.7
17462,59,2,102
17463,15,5,35.7
17464,157,1,71.4
17466,9,2,38.25
17468,9,2,30
17469,15,5,49.5
17470,44,5,47.7
17472,190,3,20.4
17475,78,1,26.1
17480,77,1,39.6
17481,3,4,46.8
17483,64,3,39.6
17486,260,1,25.2
17489,58,2,30
17490,0,7,131.4
17491,0,10,152.64
17492,247,1,67.5
17495,7,2,35.4
17496,358,1,37.2
17498,75,1,29.7
17499,289,1,40.8
17501,220,2,25.5
17502,8,4,40.56
17503,2,2,53.1
17504,205,9,122.4
17505,161,2,68
17506,75,1,31.6
17507,261,2,23.4
17508,280,1,44.25
17509,57,8,30
17510,24,1,25.5
17512,28,10,138.24
17513,71,1,199.2
17514,127,1,16.6
17515,30,4,25.5
17516,14,5,20.65
17517,308,1,25.5
17519,16,6,89.1
17520,53,1,34
17521,29,3,39.6
17522,1,5,93.6
17524,360,1,37.8
17525,359,1,102
17527,53,4,63.75
17528,0,8,101.7
17530,0,10,39.8
17531,189,1,39.6
17534,53,1,39.6
17535,279,1,17.7
17536,176,1,25.5
17537,29,2,40.8
17538,25,1,16.6
17540,24,2,59.4
17542,269,1,26.4
17545,42,3,102
17548,233,1,30
17549,23,2,47.7
17550,196,3,59.8
17551,358,1,30
17552,59,4,45
17554,0,5,76.32
17555,19,2,17.34
17556,205,1,75
17557,13,3,59.4
17560,94,4,82.5
17561,18,1,15.12
17562,13,7,49.8
17564,23,3,25.5
17566,7,2,39.6
17569,331,1,40.56
17571,49,4,45
17572,70,4,26.1
17573,28,3,30.24
17574,242,1,35.7
17576,7,19,51
17578,217,1,46.8
17579,4,3,30
17580,252,3,47.7
17581,0,25,195
17582,235,1,60
17584,6,2,120
17585,108,4,41.5
17589,59,4,74.25
17590,1,3,49.5
17591,72,7,75.6
17593,3,5,79.8
17594,84,2,39.6
17595,11,2,34.68
17596,22,7,142.8
17597,213,1,207.5
17600,17,1,19.8
17601,238,1,30
17604,216,2,17.4
17608,32,2,11.8
17609,40,5,33.9
17611,6,15,46
17612,52,6,179
17613,22,14,124.8
17614,56,1,18.72
17615,129,3,88.8
17618,5,3,79.9
17619,311,1,15.9
17620,59,1,34
17621,20,3,122.4
17623,32,1,47.7
17624,14,2,35.8
17625,17,4,59
17628,80,1,19.8
17629,5,8,85
17630,169,2,39.95
17631,1,3,19.8
17633,30,4,67.5
17634,35,9,119
17636,18,1,20.8
17637,30,2,25.5
17639,275,1,30
17642,119,2,45
17643,372,1,15.9
17644,0,11,74
17646,218,3,59.4
17647,64,1,24.96
17648,60,4,52.02
17649,137,1,25.5
17650,20,1,34.65
17651,11,10,65.4
17652,24,12,69.12
17654,276,1,19.9
17655,10,7,197.1
17656,72,5,89.5
17658,25,2,61.2
17659,16,12,53.1
17660,140,1,49.8
17663,25,7,59.95
17664,18,2,40.8
17666,3,2,99
17667,65,5,51
17668,0,2,44.85
17669,42,7,179
17670,227,1,31.8
17673,1,6,69
17674,73,2,152.64
17675,0,31,163.2
17676,3,6,50.4
17678,263,1,31.2
17679,52,2,178.4
17680,23,1,33.2
17682,9,6,39.6
17684,43,1,24.75
17685,16,7,174
17686,6,7,81.6
17691,357,2,17.7
17692,126,4,45
17693,136,1,17.4
17694,141,1,34
17695,131,2,118.8
17696,37,8,97.8
17697,235,1,39.6
17698,260,1,30
17700,16,4,81.6
17701,252,1,31.8
17702,29,4,179
17703,34,3,24.96
17704,168,2,99
17705,2,9,51
17706,3,17,150
17707,184,2,51
17708,187,2,30.6
17709,169,1,49.95
17711,10,2,30
17712,44,1,79.9
17714,320,1,17.7
17716,22,11,102
17718,231,1,30
17719,37,15,90
17720,25,4,102
17724,70,3,89.1
17725,15,11,88.8
17727,14,1,27
17728,3,3,29.7
17730,2,13,204
17731,78,4,39.6
17732,372,1,19.9
17733,38,2,101.88
17734,53,3,39.6
17735,1,19,104.04
17736,8,3,39.95
17737,8,2,30.6
17738,18,4,102
17742,112,2,70.8
17744,3,6,60
17746,239,1,31.6
17747,112,1,71.4
17749,177,2,79.2
17750,4,9,40.32
17752,358,1,80.64
17754,0,5,179
17758,18,8,34
17759,16,3,37.44
17760,21,2,30.6
17761,32,1,175.2
17763,262,1,15
17764,50,2,45
17765,158,3,24.9
17767,14,1,25.2
17768,7,3,100.8
17769,12,10,85.92
17770,198,5,102
17771,56,2,10.5
17772,10,2,14.95
17774,96,4,25.5
17775,254,1,20.4
17777,24,3,12.48
17779,20,3,49.5
17781,158,2,89.25
17783,71,2,12.5
17785,52,1,23.6
17786,84,2,15.12
17787,152,4,67.5
17789,280,1,35.4
17790,26,14,58
17791,29,1,19.8
17793,24,1,30.24
17795,179,2,25.2
17796,39,4,39.6
17797,21,3,39.8
17799,21,10,50.85
17800,36,9,60
17802,81,3,70.8
17805,73,1,184.32
17806,10,1,50
17811,3,39,204
17812,12,4,30
17813,13,5,39.8
17816,36,4,5.1
17817,3,3,195
17824,50,1,41.76
17827,4,5,50.8
17829,298,1,65.4
17830,1,3,31.8
17831,32,1,17.7
17832,49,1,14.85
17835,2,3,30
17836,46,1,29.7
17837,41,8,59.7
17838,26,5,125
17839,41,1,19.8
17843,302,1,15
17844,106,1,15
17848,80,9,148.72
17849,217,4,79.9
17850,371,34,107.25
17852,11,2,8.3
17854,184,2,102
17855,372,1,30
17858,5,12,163.2
17859,304,1,39.6
17860,368,1,31.8
17861,2,8,61.2
17862,323,1,90
17863,58,6,102
17864,12,3,25.5
17866,142,1,75
17869,106,5,45
17871,204,1,33
17873,79,5,129.38
17874,184,6,76.45
17877,169,1,79.6
17878,43,1,47.2
17879,173,1,129.36
17880,364,1,30.6
17881,303,1,55.8
17883,2,4,51
17884,3,4,42.5
17885,11,1,11.7
17886,31,3,118.8
17887,128,1,39.9
17888,20,8,72
17889,211,2,47.6
17890,322,2,30
17891,161,1,20.4
17892,55,3,91.8
17893,224,1,21
17894,71,8,149.25
17895,43,1,15
17896,22,1,152.64
17897,172,3,79.9
17898,84,2,15.3
17899,158,1,17.4
17900,189,2,34.8
17901,28,1,16.95
17904,20,1,29.85
17905,70,4,181.25
17906,246,1,16.95
17908,373,1,19.05
17911,8,1,29.88
17912,309,5,34
17913,58,2,33.2
17914,3,1,27.84
17917,44,3,16.95
17920,3,17,76.5
17921,63,4,25
17923,281,1,207.5
17926,132,2,35.7
17928,44,2,71.4
17930,35,5,201.6
17931,133,2,69.96
17932,28,3,25.5
17934,51,2,105
17935,137,2,20.1
17936,4,1,48.75
17939,159,1,25.2
17941,130,1,165.36
17942,7,1,75.6
17946,232,2,49.9
17947,36,1,42.96
17950,71,3,37.5
17951,39,3,177.6
17954,4,12,60.48
17955,198,4,163.2
17956,248,1,12.75
17957,65,1,10.5
17960,170,1,20.65
17961,20,39,125
17962,141,1,10.44
17964,31,2,29.75
17965,37,14,31.8
17966,37,5,72
17967,371,1,19.9
17968,373,1,13.52
17969,165,2,75
17970,210,1,102
17972,241,1,15.95
17973,51,1,49.8
17974,24,3,30
17975,14,13,98.1
17976,371,1,31.75
17977,28,1,79.8
17978,364,1,155.52
17979,35,4,54.08
17980,165,3,127.2
17984,144,1,15.8
17985,21,1,69.5
17986,55,1,20.8
17987,184,1,40.8
17988,11,7,39.95
17990,236,3,46.5
17991,224,2,59
17994,121,4,75
17995,281,1,52.5
17997,73,8,97.8
17999,36,2,19.8
18001,11,2,40.56
18004,361,1,15.9
18005,3,2,25.5
18006,22,1,100
18009,234,1,23.8
18010,256,1,63.6
18011,372,1,12.75
18013,154,2,23.4
18014,27,1,27.04
18015,3,1,7.8
18016,31,5,42.5
18017,80,3,179
18018,107,2,29.95
18019,51,1,9.95
18022,35,1,27.84
18024,152,2,153
18027,98,1,15.3
18030,3,2,88.5
18032,333,1,19.8
18033,64,1,6.84
18034,21,2,31.2
18035,35,3,78
18036,31,3,30.6
18037,153,6,19.95
18040,18,2,35.4
18041,11,21,102
18042,53,1,71.7
18043,24,3,23.9
18044,3,10,76.5
18045,44,1,10.5
18048,202,2,76.32
18050,358,1,23.4
18053,70,1,35.4
18055,6,10,127.5
18056,287,1,35.95
18058,9,1,81.6
18059,22,3,53.1
18062,172,3,75.6
18064,132,2,204
18065,5,14,35.7
18066,74,1,70.8
18067,39,1,39.8
18068,288,1,101.7
18069,25,5,34.5
18071,257,2,45
18072,185,1,46.8
18074,373,1,102
18075,22,10,70.8
18077,7,11,85.92
18078,216,2,76.5
18079,44,4,177.6
18081,35,3,31.6
18082,25,1,30
18084,15,1,90.48
18085,329,2,79.2
18086,273,1,19.8
18088,60,1,17.7
18093,92,4,183.6
18095,312,2,106.2
18096,11,3,39.6
18097,7,6,108.48
18099,126,1,24.96
18101,10,2,29.85
18104,36,1,35.7
18105,37,1,35.4
18106,329,1,81.6
18108,253,1,23.6
18110,19,1,19.8
18112,11,2,31.25
18113,368,1,76.32
18114,289,1,24.95
18116,67,8,44.46
18117,25,1,28.08
18118,10,26,72
18119,367,1,56.1
18120,213,1,19.9
18121,148,2,50
18122,7,6,39.95
18123,23,2,81.6
18125,29,4,40.8
18126,60,1,30
18127,18,3,25.5
18129,242,1,25.5
18130,14,3,30
18135,28,5,171.84
18136,62,3,59.4
18138,294,1,47.7
18143,116,2,35.4
18145,12,4,45
18146,140,2,23.4
18147,45,2,39.6
18149,50,3,135.2
18150,31,3,30
18151,134,2,29.9
18154,2,2,34.68
18155,74,3,22.5
18156,12,2,25.5
18158,8,2,23.6
18159,300,1,175.2
18160,56,2,25.2
18161,14,5,63.75
18164,36,1,24.96
18165,176,1,124.8
18167,22,3,65.7
18168,175,6,39.8
18169,60,1,51
18170,32,3,102
18171,58,5,81.12
18174,6,1,104
18176,357,1,33
18177,30,6,62.4
18178,128,4,33
18179,8,6,210
18180,4,6,38.25
18181,23,1,25.2
18183,226,2,41.6
18184,14,1,49.8
18185,248,1,38.25
18189,77,2,35.4
18190,191,2,30
18191,261,1,40.8
18192,71,1,102
18193,164,1,22.5
18194,81,1,208.8
18196,94,2,30
18200,105,1,15
18202,199,3,51
18203,156,1,54
18204,70,3,69.36
18205,35,2,39.6
18209,28,1,25.2
18210,1,6,75.6
18211,25,5,47.7
18212,325,1,23.6
18213,236,1,25.2
18215,88,1,50.4
18216,30,1,30
18217,28,2,46.48
18218,210,2,145
18219,2,10,50
18220,226,1,152.64
18221,21,5,39.6
18222,92,1,51
18223,4,14,177.6
18224,263,1,23.8
18225,2,12,138.72
18226,43,11,101.76
18227,217,1,25.5
18228,56,2,83.4
18230,8,7,162.72
18231,191,5,52.2
18232,81,4,35.4
18235,71,3,67.8
18236,29,6,44.55
18237,2,5,34.8
18239,218,5,51
18241,9,17,59.4
18242,71,4,207.5
18245,6,7,39.8
18246,23,2,204
18248,122,2,79.9
18249,16,1,15
18250,309,1,25.5
18252,50,2,39.9
18255,88,1,30
18257,38,8,104
18259,24,3,135
18260,172,6,81.12
18261,42,2,19.8
18262,139,1,17.4
18263,25,3,41.6
18265,71,2,37.5
18268,133,1,25.5
18269,365,1,39.6
18270,37,2,53.2
18272,2,6,67.5
18273,1,3,102
18274,29,1,19.8
18276,43,1,99
18277,57,1,19.8
18278,73,1,29.7
18280,277,1,23.7
18281,180,1,16.95
18282,7,2,25.5
18283,3,16,20.8
18287,42,3,87
